text,tag1,tag2,tag3,tag4,tag5,token_usage
" But in this there was another aspect that rejoiced Sergey Ivanovitch. That was the manifestation of public opinion. The public had definitely expressed its desire. The soul of the people had, as Sergey Ivanovitch said, found expression. And the more he worked in this cause, the more incontestable it seemed to him that it was a cause destined to assume vast dimensions, to create an epoch.  He threw himself heart and soul into the service of this great cause, and forgot to think about his book. His whole time now was engrossed by it, so that he could scarcely manage to answer all the letters and appeals addressed to him. He worked the whole spring and part of the summer, and it was only in July that he prepared to go away to his brother’s in the country.  He was going both to rest for a fortnight, and in the very heart of the people, in the farthest wilds of the country, to enjoy the sight of that uplifting of the spirit of the people, of which, like all residents in the capital and big towns, he was fully persuaded. Katavasov had long been meaning to carry out his promise to stay with Levin, and so he was going with him. ",hopeful,passionate,fulfilled,inspired,devoted,0.0008
" “Well, men are wanted there,” he said, laughing with his eyes. And they fell to talking of the last war news, and each concealed from the other his perplexity as to the engagement expected next day, since the Turks had been beaten, according to the latest news, at all points. And so they parted, neither giving expression to his opinion.  Katavasov went back to his own carriage, and with reluctant hypocrisy reported to Sergey Ivanovitch his observations of the volunteers, from which it would appear that they were capital fellows.  At a big station at a town the volunteers were again greeted with shouts and singing, again men and women with collecting boxes appeared, and provincial ladies brought bouquets to the volunteers and followed them into the refreshment room; but all this was on a much smaller and feebler scale than in Moscow.  While the train was stopping at the provincial town, Sergey Ivanovitch did not go to the refreshment room, but walked up and down the platform.  The first time he passed Vronsky’s compartment he noticed that the curtain was drawn over the window; but as he passed it the second time he saw the old countess at the window. She beckoned to Koznishev. ",anxious,guarded,conflicting,disguised,curious,0.0008
" The nurse brought the baby to his mother. Agafea Mihalovna followed him with a face dissolving with tenderness.  “He knows me, he knows me. In God’s faith, Katerina Alexandrovna, ma’am, he knew me!” Agafea Mihalovna cried above the baby’s screams.  But Kitty did not hear her words. Her impatience kept growing, like the baby’s.  Their impatience hindered things for a while. The baby could not get hold of the breast right, and was furious.  At last, after despairing, breathless screaming, and vain sucking, things went right, and mother and child felt simultaneously soothed, and both subsided into calm.  “But poor darling, he’s all in perspiration!” said Kitty in a whisper, touching the baby.  “What makes you think he knows you?” she added, with a sidelong glance at the baby’s eyes, that peered roguishly, as she fancied, from under his cap, at his rhythmically puffing cheeks, and the little red-palmed hand he was waving.  “Impossible! If he knew anyone, he would have known me,” said Kitty, in response to Agafea Mihalovna’s statement, and she smiled.  She smiled because, though she said he could not know her, in her heart she was sure that he knew not merely Agafea Mihalovna, but that he knew and understood everything, and knew and understood a great deal too that no one else knew, and that she, his mother, had learned and come to understand only through him. To Agafea Mihalovna, to the nurse, to his grandfather, to his father even, Mitya was a living being, requiring only material care, but for his mother he had long been a mortal being, with whom there had been a whole series of spiritual relations already. ",tenderness,impatience,calm,doubt,love,0.001
" All that spring he was not himself, and went through fearful moments of horror.  “Without knowing what I am and why I am here, life’s impossible; and that I can’t know, and so I can’t live,” Levin said to himself.  “In infinite time, in infinite matter, in infinite space, is formed a bubble-organism, and that bubble lasts a while and bursts, and that bubble is Me.”  It was an agonizing error, but it was the sole logical result of ages of human thought in that direction.  This was the ultimate belief on which all the systems elaborated by human thought in almost all their ramifications rested. It was the prevalent conviction, and of all other explanations Levin had unconsciously, not knowing when or how, chosen it, as anyway the clearest, and made it his own.  But it was not merely a falsehood, it was the cruel jeer of some wicked power, some evil, hateful power, to whom one could not submit.  He must escape from this power. And the means of escape every man had in his own hands. He had but to cut short this dependence on evil. And there was one means—death.  And Levin, a happy father and husband, in perfect health, was several times so near suicide that he hid the cord that he might not be tempted to hang himself, and was afraid to go out with his gun for fear of shooting himself. ",horror,despair,cruelty,fear,doubt,0.001
" Levin talked to Fyodor about this land and asked whether Platon, a well-to-do peasant of good character belonging to the same village, would not take the land for the coming year.  “It’s a high rent; it wouldn’t pay Platon, Konstantin Dmitrievitch,” answered the peasant, picking the ears off his sweat-drenched shirt.  “But how does Kirillov make it pay?”  “Mituh!” (so the peasant called the house porter, in a tone of contempt), “you may be sure he’ll make it pay, Konstantin Dmitrievitch! He’ll get his share, however he has to squeeze to get it! He’s no mercy on a Christian. But Uncle Fokanitch” (so he called the old peasant Platon), “do you suppose he’d flay the skin off a man? Where there’s debt, he’ll let anyone off. And he’ll not wring the last penny out. He’s a man too.”  “But why will he let anyone off?”  “Oh, well, of course, folks are different. One man lives for his own wants and nothing else, like Mituh, he only thinks of filling his belly, but Fokanitch is a righteous man. He lives for his soul. He does not forget God.”  “How thinks of God? How does he live for his soul?” Levin almost shouted. ",curiosity,doubt,contempt,admiration,confusion,0.00084
" “Isn’t it just the same that we do, that I did, searching by the aid of reason for the significance of the forces of nature and the meaning of the life of man?” he thought.  “And don’t all the theories of philosophy do the same, trying by the path of thought, which is strange and not natural to man, to bring him to a knowledge of what he has known long ago, and knows so certainly that he could not live at all without it? Isn’t it distinctly to be seen in the development of each philosopher’s theory, that he knows what is the chief significance of life beforehand, just as positively as the peasant Fyodor, and not a bit more clearly than he, and is simply trying by a dubious intellectual path to come back to what everyone knows?  “Now then, leave the children to themselves to get things alone and make their crockery, get the milk from the cows, and so on. Would they be naughty then? Why, they’d die of hunger! Well, then, leave us with our passions and thoughts, without any idea of the one God, of the Creator, or without any idea of what is right, without any idea of moral evil. ",reflection,confusion,certainty,frustration,indifference,0.00084
" “Well, have there been reviews of your book?” he asked.  Sergey Ivanovitch smiled at the intentional character of the question.  “No one is interested in that now, and I less than anyone,” he said. “Just look, Darya Alexandrovna, we shall have a shower,” he added, pointing with a sunshade at the white rain clouds that showed above the aspen tree-tops.  And these words were enough to re-establish again between the brothers that tone—hardly hostile, but chilly—which Levin had been so longing to avoid.  Levin went up to Katavasov.  “It was jolly of you to make up your mind to come,” he said to him.  “I’ve been meaning to a long while. Now we shall have some discussion, we’ll see to that. Have you been reading Spencer?”  “No, I’ve not finished reading him,” said Levin. “But I don’t need him now.”  “How’s that? that’s interesting. Why so?”  “I mean that I’m fully convinced that the solution of the problems that interest me I shall never find in him and his like. Now....”  But Katavasov’s serene and good-humored expression suddenly struck him, and he felt such tenderness for his own happy mood, which he was unmistakably disturbing by this conversation, that he remembered his resolution and stopped short. ",disinterest,yearning,reconciliation,tenderness,resolution,0.0009
" “That’s so, no doubt,” he said, with a significant shake of his head at Sergey Ivanovitch’s words.  “Here, then, ask him. He knows nothing about it and thinks nothing,” said Levin. “Have you heard about the war, Mihalitch?” he said, turning to him. “What they read in the church? What do you think about it? Ought we to fight for the Christians?”  “What should we think? Alexander Nikolaevitch our Emperor has thought for us; he thinks for us indeed in all things. It’s clearer for him to see. Shall I bring a bit more bread? Give the little lad some more?” he said addressing Darya Alexandrovna and pointing to Grisha, who had finished his crust.  “I don’t need to ask,” said Sergey Ivanovitch, “we have seen and are seeing hundreds and hundreds of people who give up everything to serve a just cause, come from every part of Russia, and directly and clearly express their thought and aim. They bring their halfpence or go themselves and say directly what for. What does it mean?”  “It means, to my thinking,” said Levin, who was beginning to get warm, “that among eighty millions of people there can always be found not hundreds, as now, but tens of thousands of people who have lost caste, ne’er-do-wells, who are always ready to go anywhere—to Pogatchev’s bands, to Khiva, to Servia....” ",disapproval,inquisitiveness,reassurance,conviction,frustration,0.0009
" “Alive? Unhurt? Thank God!” he said, splashing with his soaked boots through the standing water and running up to them.  Kitty’s rosy wet face was turned towards him, and she smiled timidly under her shapeless sopped hat.  “Aren’t you ashamed of yourself? I can’t think how you can be so reckless!” he said angrily to his wife.  “It wasn’t my fault, really. We were just meaning to go, when he made such a to-do that we had to change him. We were just....” Kitty began defending herself.  Mitya was unharmed, dry, and still fast asleep.  “Well, thank God! I don’t know what I’m saying!”  They gathered up the baby’s wet belongings; the nurse picked up the baby and carried it. Levin walked beside his wife, and, penitent for having been angry, he squeezed her hand when the nurse was not looking.  During the whole of that day, in the extremely different conversations in which he took part, only as it were with the top layer of his mind, in spite of the disappointment of not finding the change he expected in himself, Levin had been all the while joyfully conscious of the fulness of his heart.  After the rain it was too wet to go for a walk; besides, the storm clouds still hung about the horizon, and gathered here and there, black and thundery, on the rim of the sky. The whole party spent the rest of the day in the house. ",relief,joy,penitence,tenderness,apprehension,0.00087
" “I shall go on in the same way, losing my temper with Ivan the coachman, falling into angry discussions, expressing my opinions tactlessly; there will be still the same wall between the holy of holies of my soul and other people, even my wife; I shall still go on scolding her for my own terror, and being remorseful for it; I shall still be as unable to understand with my reason why I pray, and I shall still go on praying; but my life now, my whole life apart from anything that can happen to me, every minute of it is no more meaningless, as it was before, but it has the positive meaning of goodness, which I have the power to put into it.”  It is very seldom that mere ordinary people like John and myself secure ancestral halls for the summer.  A colonial mansion, a hereditary estate, I would say a haunted house, and reach the height of romantic felicity—but that would be asking too much of fate!  Still I will proudly declare that there is something queer about it.  Else, why should it be let so cheaply? And why have stood so long untenanted?  John laughs at me, of course, but one expects that in marriage. ",doubt,wistful,contentment,curiosity,humor,0.00087
" I used to feel that if any of the other things looked too fierce I could always hop into that chair and be safe.  The furniture in this room is no worse than inharmonious, however, for we had to bring it all from downstairs. I suppose when this was used as a playroom they had to take the nursery things out, and no wonder! I never saw such ravages as the children have made here.  The wallpaper, as I said before, is torn off in spots, and it sticketh closer than a brother—they must have had perseverance as well as hatred.  Then the floor is scratched and gouged and splintered, the plaster itself is dug out here and there, and this great heavy bed, which is all we found in the room, looks as if it had been through the wars.  But I don’t mind it a bit—only the paper.  There comes John’s sister. Such a dear girl as she is, and so careful of me! I must not let her find me writing.  She is a perfect, and enthusiastic housekeeper, and hopes for no better profession. I verily believe she thinks it is the writing which made me sick!  But I can write when she is out, and see her a long way off from these windows. ",nostalgia,sadness,frustration,gratitude,affection,0.00083
" That is, sometimes!  There is one marked peculiarity about this paper, a thing nobody seems to notice but myself, and that is that it changes as the light changes.  When the sun shoots in through the east window—I always watch for that first long, straight ray—it changes so quickly that I never can quite believe it.  That is why I watch it always.  By moonlight—the moon shines in all night when there is a moon—I wouldn’t know it was the same paper.  At night in any kind of light, in twilight, candlelight, lamplight, and worst of all by moonlight, it becomes bars! The outside pattern I mean, and the woman behind it is as plain as can be.  I didn’t realize for a long time what the thing was that showed behind,—that dim sub-pattern,—but now I am quite sure it is a woman.  By daylight she is subdued, quiet. I fancy it is the pattern that keeps her so still. It is so puzzling. It keeps me quiet by the hour.  I lie down ever so much now. John says it is good for me, and to sleep all I can.  Indeed, he started the habit by making me lie down for an hour after each meal. ",curiosity,fascination,unease,isolation,obsession,0.00083
" Besides I wouldn’t do it. Of course not. I know well enough that a step like that is improper and might be misconstrued.  I wonder if they all come out of that wallpaper as I did?  I suppose I shall have to get back behind the pattern when it comes night, and that is hard!  It is so pleasant to be out in this great room and creep around as I please!  I don’t want to go outside. I won’t, even if Jennie asks me to.  For outside you have to creep on the ground, and everything is green instead of yellow.  But here I can creep smoothly on the floor, and my shoulder just fits in that long smooch around the wall, so I cannot lose my way.  Why, there’s John at the door!  It is no use, young man, you can’t open it!  How he does call and pound!  Now he’s crying for an axe.  It would be a shame to break down that beautiful door!  “John dear!” said I in the gentlest voice, “the key is down by the front steps, under a plantain leaf!”  That silenced him for a few moments.  Then he said—very quietly indeed, “Open the door, my darling!” ",curiosity,fear,frustration,confusion,anticipation,0.00091
"When it grew dark there seemed to be some excitement amongst the passengers, and they kept speaking to him, one after the other, as though urging him to further speed. He lashed the horses unmercifully with his long whip, and with wild cries of encouragement urged them on to further exertions. Then through the darkness I could see a sort of patch of grey light ahead of us, as though there were a cleft in the hills. The excitement of the passengers grew greater; the crazy coach rocked on its great leather springs, and swayed like a boat tossed on a stormy sea. I had to hold on. The road grew more level, and we appeared to fly along. Then the mountains seemed to come nearer to us on each side and to frown down upon us; we were entering on the Borgo Pass. One by one several of the passengers offered me gifts, which they pressed upon me with an earnestness which would take no denial; these were certainly of an odd and varied kind, but each was given in simple good faith, with a kindly word, and a blessing, and that strange mixture of fear-meaning movements which I had seen outside the hotel at Bistritz—the sign of the cross and the guard against the evil eye. Then, as we flew along, the driver leaned forward, and on each side the passengers, craning over the edge of the coach, peered eagerly into the darkness. It was evident that something very exciting was either happening or expected, but though I asked each passenger, no one would give me the slightest explanation. This state of excitement kept on for some little time; and at last we saw before us the Pass opening out on the eastern side.",tension,fear,excitement,confusion,curiosity,0.00091
"Just as I had come to this conclusion I heard a heavy step approaching behind the great door, and saw through the chinks the gleam of a coming light. Then there was the sound of rattling chains and the clanking of massive bolts drawn back. A key was turned with the loud grating noise of long disuse, and the great door swung back.Within, stood a tall old man, clean shaven save for a long white moustache, and clad in black from head to foot, without a single speck of colour about him anywhere. He held in his hand an antique silver lamp, in which the flame burned without chimney or globe of any kind, throwing long quivering shadows as it flickered in the draught of the open door. The old man motioned me in with his right hand with a courtly gesture, saying in excellent English, but with a strange intonation:—“Welcome to my house! Enter freely and of your own will!” He made no motion of stepping to meet me, but stood like a statue, as though his gesture of welcome had fixed him into stone. The instant, however, that I had stepped over the threshold, he moved impulsively forward, and holding out his hand grasped mine with a strength which made me wince, an effect which was not lessened by the fact that it seemed as cold as ice—more like the hand of a dead than a living man. Again he said:—",anticipation,mystery,curiosity,apprehension,formality,0.00085
"“Well, but, my friend, is it not needful that I should? When I go there I shall be all alone, and my friend Harker Jonathan—nay, pardon me, I fall into my country’s habit of putting your patronymic first—my friend Jonathan Harker will not be by my side to correct and aid me. He will be in Exeter, miles away, probably working at papers of the law with my other friend, Peter Hawkins. So!”We went thoroughly into the business of the purchase of the estate at Purfleet. When I had told him the facts and got his signature to the necessary papers, and had written a letter with them ready to post to Mr. Hawkins, he began to ask me how I had come across so suitable a place. I read to him the notes which I had made at the time, and which I inscribe here:—“At Purfleet, on a by-road, I came across just such a place as seemed to be required, and where was displayed a dilapidated notice that the place was for sale. It is surrounded by a high wall, of ancient structure, built of heavy stones, and has not been repaired for a large number of years. The closed gates are of heavy old oak and iron, all eaten with rust.",dread,loneliness,preparation,anxiety,determination,0.00085
"“But,” said he, “I could be at liberty to direct myself. Is it not so?”“Of course,” I replied; and “such is often done by men of business, who do not like the whole of their affairs to be known by any one person.”“Good!” he said, and then went on to ask about the means of making consignments and the forms to be gone through, and of all sorts of difficulties which might arise, but by forethought could be guarded against. I explained all these things to him to the best of my ability, and he certainly left me under the impression that he would have made a wonderful solicitor, for there was nothing that he did not think of or foresee. For a man who was never in the country, and who did not evidently do much in the way of business, his knowledge and acumen were wonderful. When he had satisfied himself on these points of which he had spoken, and I had verified all as well as I could by the books available, he suddenly stood up and said:—“Have you written since your first letter to our friend Mr. Peter Hawkins, or to any other?” It was with some bitterness in my heart that I answered that I had not, that as yet I had not seen any opportunity of sending letters to anybody.",curiosity,impressed,engaged,pensive,intrigued,0.0009
"“How dare you touch him, any of you? How dare you cast eyes on him when I had forbidden it? Back, I tell you all! This man belongs to me! Beware how you meddle with him, or you’ll have to deal with me.” The fair girl, with a laugh of ribald coquetry, turned to answer him:—“You yourself never loved; you never love!” On this the other women joined, and such a mirthless, hard, soulless laughter rang through the room that it almost made me faint to hear; it seemed like the pleasure of fiends. Then the Count turned, after looking at my face attentively, and said in a soft whisper:—“Yes, I too can love; you yourselves can tell it from the past. Is it not so? Well, now I promise you that when I am done with him you shall kiss him at your will. Now go! go! I must awaken him, for there is work to be done.”“Are we to have nothing to-night?” said one of them, with a low laugh, as she pointed to the bag which he had thrown upon the floor, and which moved as though there were some living thing within it. For answer he nodded his head. One of the women jumped forward and opened it. If my ears did not deceive me there was a gasp and a low wail, as of a half-smothered child. The women closed round, whilst I was aghast with horror; but as I looked they disappeared, and with them the dreadful bag. There was no door near them, and they could not have passed me without my noticing.",anger,disgust,shock,fear,revulsion,0.0009
"&nbsp;At one corner of the room was a heavy door. I tried it, for, since I could not find the key of the room or the key of the outer door, which was the main object of my search, I must make further examination, or all my efforts would be in vain. It was open, and led through a stone passage to a circular stairway, which went steeply down. I descended, minding carefully where I went, for the stairs were dark, being only lit by loopholes in the heavy masonry. At the bottom there was a dark, tunnel-like passage, through which came a deathly, sickly odour, the odour of old earth newly turned. As I went through the passage the smell grew closer and heavier. At last I pulled open a heavy door which stood ajar, and found myself in an old, ruined chapel, which had evidently been used as a graveyard. The roof was broken, and in two places were steps leading to vaults, but the ground had recently been dug over, and the earth placed in great wooden boxes, manifestly those which had been brought by the Slovaks. There was nobody about, and I made search for any further outlet, but there was none. Then I went over every inch of the ground, so as not to lose a chance. I went down even into the vaults, where the dim light struggled, although to do so was a dread to my very soul. Into two of these I went, but saw nothing except fragments of old coffins and piles of dust; in the third, however, I made a discovery.",anticipation,fear,dread,isolation,determination,0.00089
"As I write there is in the passage below a sound of many tramping feet and the crash of weights being set down heavily, doubtless the boxes, with their freight of earth. There is a sound of hammering; it is the box being nailed down. Now I can hear the heavy feet tramping again along the hall, with many other idle feet coming behind them.The door is shut, and the chains rattle; there is a grinding of the key in the lock; I can hear the key withdraw: then another door opens and shuts; I hear the creaking of lock and bolt.Hark! in the courtyard and down the rocky way the roll of heavy wheels, the crack of whips, and the chorus of the Szgany as they pass into the distance.I am alone in the castle with those awful women. Faugh! Mina is a woman, and there is nought in common. They are devils of the Pit!I shall not remain alone with them; I shall try to scale the castle wall farther than I have yet attempted. I shall take some of the gold with me, lest I want it later. I may find a way from this dreadful place.And then away for home! away to the quickest and nearest train! away from this cursed spot, from this cursed land, where the devil and his children still walk with earthly feet!",anxiety,fear,desperation,disgust,relief,0.00089
"“I must gang ageeanwards home now, miss. My grand-daughter doesn’t like to be kept waitin’ when the tea is ready, for it takes me time to crammle aboon the grees, for there be a many of ’em; an’, miss, I lack belly-timber sairly by the clock.”He hobbled away, and I could see him hurrying, as well as he could, down the steps. The steps are a great feature on the place. They lead from the town up to the church, there are hundreds of them—I do not know how many—and they wind up in a delicate curve; the slope is so gentle that a horse could easily walk up and down them. I think they must originally have had something to do with the abbey. I shall go home too. Lucy went out visiting with her mother, and as they were only duty calls, I did not go. They will be home by this.&nbsp;“It be all fool-talk, lock, stock, and barrel; that’s what it be, an’ nowt else. These bans an’ wafts an’ boh-ghosts an’ barguests an’ bogles an’ all anent them is only fit to set bairns an’ dizzy women a-belderin’. They be nowt but air-blebs. They, an’ all grims an’ signs an’ warnin’s, be all invented by parsons an’ illsome beuk-bodies an’ railway touters to skeer an’ scunner hafflin’s, an’ to get folks to do somethin’ that they don’t other incline to. It makes me ireful to think o’ them. Why, it’s them that, not content with printin’ lies on paper an’ preachin’ them out of pulpits, does want to be cuttin’ them on the tombstones.",uneasiness,fear,chaos,awe,dread,0.001
"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;I did not wake her, but tucked her up warmly; I have taken care that the door is locked and the window securely fastened.She looks so sweet as she sleeps; but she is paler than is her wont, and there is a drawn, haggard look under her eyes which I do not like. I fear she is fretting about something. I wish I could find out what it is.&nbsp;&nbsp;“Herewith please receive invoice of goods sent by Great Northern Railway. Same are to be delivered at Carfax, near Purfleet, immediately on receipt at goods station King’s Cross. The house is at present empty, but enclosed please find keys, all of which are labelled.“You will please deposit the boxes, fifty in number, which form the consignment, in the partially ruined building forming part of the house and marked ‘A’ on rough diagram enclosed. Your agent will easily recognise the locality, as it is the ancient chapel of the mansion. The goods leave by the train at 9:30 to-night, and will be due at King’s Cross at 4:30 to-morrow afternoon. As our client wishes the delivery made as soon as possible, we shall be obliged by your having teams ready at King’s Cross at the time named and forthwith conveying the goods to destination. In order to obviate any delays possible through any routine requirements as to payment in your departments, we enclose cheque herewith for ten pounds (£10), receipt of which please acknowledge. Should the charge be less than this amount, you can return balance; if greater, we shall at once send cheque for difference on hearing from you. You are to leave the keys on coming away in the main hall of the house, where the proprietor may get them on his entering the house by means of his duplicate key.",concern,worry,curiosity,affection,anxiety,0.00099
"&nbsp;“She has come and told me that the chaplain of the English mission church has been sent for. We are to be married in an hour, or as soon after as Jonathan awakes....&nbsp;“Well, my dear, what could I say? I could only tell him that I was the happiest woman in all the wide world, and that I had nothing to give him except myself, my life, and my trust, and that with these went my love and duty for all the days of my life. And, my dear, when he kissed me, and drew me to him with his poor weak hands, it was like a very solemn pledge between us....“P. S.—Mother sends her love. She seems better, poor dear.“P. P. S.—We are to be married on 28 September.”It was soothing, somehow, to the feelings to find myself dissociated even in the mind of this poor madman from the others; but all the same I do not follow his thought. Am I to take it that I have anything in common with him, so that we are, as it were, to stand together; or has he to gain from me some good so stupendous that my well-being is needful to him? I must find out later on. To-night he will not speak. Even the offer of a kitten or even a full-grown cat will not tempt him. He will only say: “I don’t take any stock in cats. I have more to think of now, and I can wait; I can wait.”",anticipation,love,confusion,uncertainty,intrigue,0.00099
"“Have you said anything to our young friend the lover of her?”“No,” I said. “I waited till I had seen you, as I said in my telegram. I wrote him a letter simply telling him that you were coming, as Miss Westenra was not so well, and that I should let him know if need be.”“Right, my friend,” he said, “quite right! Better he not know as yet; perhaps he shall never know. I pray so; but if it be needed, then he shall know all. And, my good friend John, let me caution you. You deal with the madmen. All men are mad in some way or the other; and inasmuch as you deal discreetly with your madmen, so deal with God’s madmen, too—the rest of the world. You tell not your madmen what you do nor why you do it; you tell them not what you think. So you shall keep knowledge in its place, where it may rest—where it may gather its kind around it and breed. You and I shall keep as yet what we know here, and here.” He touched me on the heart and on the forehead, and then touched himself the same way. “I have for myself thoughts at the present. Later I shall unfold to you.”",caution,secrecy,mystery,hope,trust,0.00083
"“The brave lover, I think, deserve another kiss, which he shall have presently.” And as he had now finished his operation, he adjusted the pillow to the patient’s head. As he did so the narrow black velvet band which she seems always to wear round her throat, buckled with an old diamond buckle which her lover had given her, was dragged a little up, and showed a red mark on her throat. Arthur did not notice it, but I could hear the deep hiss of indrawn breath which is one of Van Helsing’s ways of betraying emotion. He said nothing at the moment, but turned to me, saying: “Now take down our brave young lover, give him of the port wine, and let him lie down a while. He must then go home and rest, sleep much and eat much, that he may be recruited of what he has so given to his love. He must not stay here. Hold! a moment. I may take it, sir, that you are anxious of result. Then bring it with you that in all ways the operation is successful. You have saved her life this time, and you can go home and rest easy in mind that all that can be is. I shall tell her all when she is well; she shall love you none the less for what you have done. Good-bye.”",affectionate,concern,gratitude,relief,reassurance,0.00083
"Lucy slept well into the day, and when she woke she was fairly well and strong, though not nearly so much so as the day before. When Van Helsing had seen her, he went out for a walk, leaving me in charge, with strict injunctions that I was not to leave her for a moment. I could hear his voice in the hall, asking the way to the nearest telegraph office.Lucy chatted with me freely, and seemed quite unconscious that anything had happened. I tried to keep her amused and interested. When her mother came up to see her, she did not seem to notice any change whatever, but said to me gratefully:—“We owe you so much, Dr. Seward, for all you have done, but you really must now take care not to overwork yourself. You are looking pale yourself. You want a wife to nurse and look after you a bit; that you do!” As she spoke, Lucy turned crimson, though it was only momentarily, for her poor wasted veins could not stand for long such an unwonted drain to the head. The reaction came in excessive pallor as she turned imploring eyes on me. I smiled and nodded, and laid my finger on my lips; with a sigh, she sank back amid her pillows.",relief,concern,gratitude,compassion,guarded optimism,0.00084
"Once again I drew up the blind, whilst Van Helsing went towards the bed. This time he did not start as he looked on the poor face with the same awful, waxen pallor as before. He wore a look of stern sadness and infinite pity.“As I expected,” he murmured, with that hissing inspiration of his which meant so much. Without a word he went and locked the door, and then began to set out on the little table the instruments for yet another operation of transfusion of blood. I had long ago recognised the necessity, and begun to take off my coat, but he stopped me with a warning hand. “No!” he said. “To-day you must operate. I shall provide. You are weakened already.” As he spoke he took off his coat and rolled up his shirt-sleeve.Again the operation; again the narcotic; again some return of colour to the ashy cheeks, and the regular breathing of healthy sleep. This time I watched whilst Van Helsing recruited himself and rested.Presently he took an opportunity of telling Mrs. Westenra that she must not remove anything from Lucy’s room without consulting him; that the flowers were of medicinal value, and that the breathing of their odour was a part of the system of cure. Then he took over the care of the case himself, saying that he would watch this night and the next and would send me word when to come.",dread,sorrow,pity,determination,tension,0.00084
"I was waked by the flapping at the window, which had begun after that sleep-walking on the cliff at Whitby when Mina saved me, and which now I know so well. I was not afraid, but I did wish that Dr. Seward was in the next room—as Dr. Van Helsing said he would be—so that I might have called him. I tried to go to sleep, but could not. Then there came to me the old fear of sleep, and I determined to keep awake. Perversely sleep would try to come then when I did not want it; so, as I feared to be alone, I opened my door and called out: “Is there anybody there?” There was no answer. I was afraid to wake mother, and so closed my door again. Then outside in the shrubbery I heard a sort of howl like a dog’s, but more fierce and deeper. I went to the window and looked out, but could see nothing, except a big bat, which had evidently been buffeting its wings against the window. So I went back to bed again, but determined not to go to sleep. Presently the door opened, and mother looked in; seeing by my moving that I was not asleep, came in, and sat by me. She said to me even more sweetly and softly than her wont:—",fear,anxiety,uncertainty,desperation,relief,0.00083
"Van Helsing called in one of the women, and told her to stay with her and not to take her eyes off her till we returned, and then beckoned me out of the room.“We must consult as to what is to be done,” he said as we descended the stairs. In the hall he opened the dining-room door, and we passed in, he closing the door carefully behind him. The shutters had been opened, but the blinds were already down, with that obedience to the etiquette of death which the British woman of the lower classes always rigidly observes. The room was, therefore, dimly dark. It was, however, light enough for our purposes. Van Helsing’s sternness was somewhat relieved by a look of perplexity. He was evidently torturing his mind about something, so I waited for an instant, and he spoke:—“What are we to do now? Where are we to turn for help? We must have another transfusion of blood, and that soon, or that poor girl’s life won’t be worth an hour’s purchase. You are exhausted already; I am exhausted too. I fear to trust those women, even if they would have courage to submit. What are we to do for some one who will open his veins for her?”",determination,helplessness,urgency,exhaustion,apprehension,0.00083
"“How is your dear mother getting on? I wish I could run up to town for a day or two to see you, dear, but I dare not go yet, with so much on my shoulders; and Jonathan wants looking after still. He is beginning to put some flesh on his bones again, but he was terribly weakened by the long illness; even now he sometimes starts out of his sleep in a sudden way and awakes all trembling until I can coax him back to his usual placidity. However, thank God, these occasions grow less frequent as the days go on, and they will in time pass away altogether, I trust. And now I have told you my news, let me ask yours. When are you to be married, and where, and who is to perform the ceremony, and what are you to wear, and is it to be a public or a private wedding? Tell me all about it, dear; tell me all about everything, for there is nothing which interests you which will not be dear to me. Jonathan asks me to send his ‘respectful duty,’ but I do not think that is good enough from the junior partner of the important firm Hawkins &amp; Harker; and so, as you love me, and he loves me, and I love you with all the moods and tenses of the verb, I send you simply his ‘love’ instead. Good-bye, my dearest Lucy, and all blessings on you.",concern,affection,anxiety,hope,yearning,0.00086
"Lucy’s eyes closed; and Van Helsing, who had been watching closely, took Arthur’s arm, and drew him away.And then Lucy’s breathing became stertorous again, and all at once it ceased.“It is all over,” said Van Helsing. “She is dead!”I took Arthur by the arm, and led him away to the drawing-room, where he sat down, and covered his face with his hands, sobbing in a way that nearly broke me down to see.I went back to the room, and found Van Helsing looking at poor Lucy, and his face was sterner than ever. Some change had come over her body. Death had given back part of her beauty, for her brow and cheeks had recovered some of their flowing lines; even the lips had lost their deadly pallor. It was as if the blood, no longer needed for the working of the heart, had gone to make the harshness of death as little rude as might be.I stood beside Van Helsing, and said:—“Ah, well, poor girl, there is peace for her at last. It is the end!”He turned to me, and said with grave solemnity:—“Not so; alas! not so. It is only the beginning!”When I asked him what he meant, he only shook his head and answered:—",grief,despair,sadness,shock,confusion,0.00086
